Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9.623604057703705
M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,7.764903514066663
M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11.62096940062064
M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,6.046434909411629
F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,9.306833837274414
M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,5.902154751662721
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,9.60984410186627
F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,8.600280015803651
F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,11.683655081320719
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,9.416026794398542
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,8.236083803761757
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,8.946016061227738
M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,12.723404306896029
F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,9.898637775214928
F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,8.193899804226291
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,9.905575130881168
F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,11.502817126938808
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,10.365678576975043
F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,10.519875200394857
M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,10.048372474327786
M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,14.017530317806118
F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,8.04074343462959
M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,12.346516677501361
M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,7.646926321015869
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,8.146117671770803
F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,9.91317164201686
M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,10.565309253467127
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,13.564419275213583
F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,15.00240909142347
M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,9.579862400088821
M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,8.135585738280616
M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,10.982182926818409
M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,15.50224872577057
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,9.169792026256543
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,13.716328794505579
I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,7.035979813374102
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,1.2198385862420262
I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,2.78807034536645
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6.763126686251197
I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,8.192415290209603
I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,3.9513830530546663
I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,4.353981214454116
I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,4.935694770327001
I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,5.806439305787147
I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,10.362485201205075
I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,6.388386383973773
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.1425924113930375
I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,10.335692453953934
I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,9.690074856361534
I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7.025599112018826
I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,4.805306111056455
I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6.409843306405589
I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,10.742384848824768
I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,5.625870190875842
I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,7.623315928002681
I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,9.462059281369646
I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,5.9129637342793036
I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,6.948698283410983
I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,4.839100574793649
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,4.143194897279104
I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,6.373862844954686
I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,9.552334230625938
I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,5.93791884942387
I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,6.013385521894301
I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,3.7553168699171318
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,10.104514560115433
I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,2.332458780685644
I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,9.299070823006716
I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7.0692253268390095
I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,6.700551571347806
I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9.142635907575189
I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,6.388341889520079
I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,11.544402579715454
I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,9.35002674411367
M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,2.5705410882746564
I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,10.613088668317763
I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,6.2903125105524715
I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8.895550049118254
M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8.216538489989427
I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,5.463215632509797
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,6.484147861860729
I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8.002606204712968
I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,9.26207079214869
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8.13966253175014
I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,5.0104751630502
I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,4.938517426669934
I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,11.887309010378193
I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,5.760698338768037
F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,7.7173022387248595
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,11.878009703898666
I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,9.027786871716755
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,7.587226415698898
I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,7.788470173157302
I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,7.444584359264082
I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,6.515754545809609
M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8.840288177570663
I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,8.61292173762013
I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,6.719932393031515
I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,5.064619776544186
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,6.192436033586368
I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,4.561116147701423
I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,8.961706768388627
I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,8.679472529033083
I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,7.376649548461582
I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,5.6209446164332215
I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9.647724858367711
I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,6.223481522070373
I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,10.503270306435416
M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10.947747437515805
I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,8.222213815001261
I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,12.57989139580512
I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,11.885245518672232
I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,6.989364065247251
I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,5.093694925687574
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,7.282064554085101
M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,6.811013138736898
I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,6.9634426740851545
I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12.22547164563011
I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,2.021246174044972
I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8.131348651909336
I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9.534897785520007
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,7.7950730696942445
I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11.894842976132896
I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,6.150940124423548
I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,6.850832116082985
M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10.71147134824191
I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,6.494689016236276
F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,6.753263393814448
M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,5.1201488893082425
M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,13.34095822409237
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,5.611544248188637
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,4.191803149624919
I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,7.862335325400798
I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10.561396588329009
I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,7.222423279055452
I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,8.759650396251006
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,7.909457243991123
I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,8.76261582450875
F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,13.368596667676055
I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,7.086868420179653
M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,8.732221961622887
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,5.787630142955374
I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,7.617166819618569
I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,8.941558188848493
F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8.581754374229334
M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,11.258242231727738
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13.9727786851059
F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8.74889874177689
M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,11.798079744168707
M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,9.245779969838186
I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,5.297102700683638
F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,11.290111111080115
M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10.599520771850935
I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,9.813069760910428
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,13.207133452690233
F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,6.707280012445462
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,9.127851365315756
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,8.015500913445385
I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8.786921414770374
F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,10.242695869857968
F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,8.213638185424715
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,11.615211094757942
I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8.176548121415191
F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,11.940026406006144
M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,8.904016224997116
M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,8.281005440914063
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,10.276967741187116
M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,7.669039986161287
I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,14.267097618190387
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,7.275741792059088
F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,8.608345932693373
F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11.52894688701973
M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10.528416624383835
F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,9.170797378083705
F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,9.315946303053352
M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9.790290421659416
F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10.857219129256688
I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,7.668051930869589
M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9.616163180953617
F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,9.459203916455895
M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,8.867110311092759
M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,7.4682231135400166
I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,13.14805408105432
F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,10.69055126829655
M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,8.796649625961216
F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,10.429832932558028
I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,10.277645106357467
F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12.21905694510266
I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,8.337906569514077
I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,15.194884822674837
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,16.57096040639619
F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,8.322988195636643
M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,10.741249109741762
M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,9.115287014982115
M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9.986960266995512
I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,14.916074665260059
F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,8.51383591874299
I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,8.587225386285226
M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,8.241758672281483
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,4.599582947937286
M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11.374435933017777
M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,12.857090731189402
M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,8.666790137163106
I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,14.767227145469151
M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,13.725612831432313
F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,11.514239968001355
F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,11.100421010206457
F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,9.775632357885469
M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,13.68056503202575
M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,15.031499589726117
M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,11.718777559593725
M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12.550067199017306
M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,13.437765517738397
M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,10.412357421149341
M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,9.021561645189937
M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9.684954804677886
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,8.5232472070698
M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,8.783993493482175
F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10.036907139559721
M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,5.724042116698989
F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,10.783055307004602
F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,7.567154646179502
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,10.708120589002137
M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,12.200775325821285
M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9.103900649659938
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,12.858481264407983
F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,8.995217119084497
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,15.690098250087047
F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,10.31449351312315
M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,8.032435733025078
F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,13.919823407997443
M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,12.058511131897824
M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,21.47922709805053
M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11.628074971680682
M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,13.352418150750188
F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,13.845721770729085
M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12.682527381993896
M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,8.279808109112953
M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12.903990659814378
M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,12.633969858170884
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,15.453676887868093
F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,9.666726814993666
F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,13.1077263298188
M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,12.164046473404019
F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,11.712596063337909
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10.371449045234822
F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11.992720089650398
M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,12.045850965526734
F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,10.1258927335857
F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,14.402492858386893
M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,9.273801084470275
F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,12.326350541501586
F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,10.822341007558975
M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,12.140829185994944
F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,10.393312820235277
F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,9.702714841258052
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,10.200198533130298
M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10.95456109560723
M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,10.473182559414042
F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,5.723456980710613
F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,11.59345659622721
F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,12.580701306505777
M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,12.519158189371066
F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12.229216825473772
F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,10.879655773765549
M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,13.224348165291339
M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,15.039908594246628
M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,9.280004865043361
I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,7.905538920819044
I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6.051605175377828
F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,4.4832891498818475
M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,6.780085837731949
I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,7.5473266410324635
M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,6.581400962630801
I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,4.874916882589524
I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,7.707835898666093
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,11.13405358396378
I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,11.351385571386235
M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,4.664345441347563
I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,4.069130031324159
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,11.703514176377018
I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,7.216198284227953
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,6.9318690298834005
M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9.584483193218361
M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,8.806666128664734
M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,7.6318929631292045
M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10.444547922914836
M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,8.501127409265102
M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,6.737232825168496
F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,5.938100815945499
I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,7.465897741472533
I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,9.953775948152101
F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10.62393355884258
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,13.622210008377998
F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,6.938876315471047
M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,12.484296615588281
M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9.186569140356289
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,6.972768997742472
I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,7.328855680783853
F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,5.446938125269738
M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,8.135006172007582
I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,11.163087738670782
M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,7.846416967741204
M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,10.680761095038772
M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,8.425219944709587
M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,4.957901063029297
F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,13.947875065931948
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10.241622241442919
M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,9.72767214249327
M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,8.45299028958485
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,9.159615861521779
M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,10.906493651441403
F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,7.442221128513438
F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8.810473304678089
M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,6.892333185183238
M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,9.57113576609021
M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,8.259811568168251
F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,11.59781041651268
M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,8.877268298652133
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,7.288588971233725
F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,12.63935652286956
F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,6.707807108149057
F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,8.655148085765859
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,8.472868894788125
F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,14.138109688493193
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,11.05241206537714
M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,13.9063922174323
M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11.70469188746204
I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,7.769199874359783
I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,5.414796138000272
I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,5.072244282610887
I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,5.410491020443446
I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7.249728895114051
I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,7.1685983290465565
I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,6.520303009496192
I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,4.501954227183698
I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,10.906060213205734
I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,4.818599739172233
I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,4.772133553318087
I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7.379419321150083
I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,8.925617777930174
I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,5.986278665553628
I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,11.752466513800872
I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11.077437456795899
I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8.123433013596678
I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7.5345788336875215
I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.829550328498728
I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,5.705117037407545
I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,8.14236050592235
I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,7.34535988334955
